City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Ilo,PE,-17.6394,-71.3375,67.15,72,30,7.43,scattered clouds
455,Hasaki,JP,35.7333,140.8333,61.2,68,39,11.41,scattered clouds
456,Roald,NO,62.5833,6.1333,54.75,93,100,6.91,light rain
457,Maralal,KE,1.0968,36.698,66.72,63,100,9.89,light rain
458,Russell,US,32.3502,-85.1999,66.0,94,100,4.61,light intensity drizzle
459,Husavik,IS,66.0449,-17.3389,37.85,99,100,8.28,light rain
460,Lentekhi,GE,42.7856,42.7261,52.03,69,11,3.04,few clouds
461,Xapuri,BR,-10.6517,-68.5044,80.08,73,100,4.21,overcast clouds
462,Necochea,AR,-38.5473,-58.7368,72.45,45,99,9.35,overcast clouds
463,Bud,US,39.447,-86.1758,55.35,76,100,5.82,overcast clouds
464,Beringovskiy,RU,63.05,179.3167,11.41,76,11,6.24,few clouds
465,Azare,NG,11.6765,10.1948,93.4,15,57,8.84,broken clouds
466,Plaridel,PH,14.8872,120.8572,84.18,80,21,5.12,few clouds
467,Lasem,ID,-6.6922,111.4527,80.51,81,100,3.38,moderate rain
468,Yaan,NG,7.3833,8.5667,92.53,40,100,2.91,overcast clouds
469,Cap Malheureux,MU,-19.9842,57.6142,78.48,65,22,5.99,few clouds
470,Liberal,US,37.0431,-100.921,27.64,68,100,17.27,overcast clouds
471,Pochutla,MX,15.7432,-96.4661,71.82,78,37,4.45,scattered clouds
472,Guapo,BR,-16.8306,-49.5319,75.58,44,100,6.35,overcast clouds
473,Iracoubo,GF,5.4802,-53.2011,82.13,75,99,4.52,overcast clouds
474,Ambon,ID,-3.6954,128.1814,81.23,13,40,6.91,scattered clouds
475,Grafton,US,42.207,-71.6856,56.16,87,20,6.91,few clouds
476,Gisborne,NZ,-38.6533,178.0042,62.56,97,100,11.95,overcast clouds
477,Pimentel,PE,-6.8367,-79.9342,62.89,88,100,9.22,overcast clouds
478,Chatham,GB,51.3789,0.5279,62.35,66,82,8.01,broken clouds
479,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,82,0,4.61,clear sky
480,Ilulissat,GL,69.2167,-51.1,21.22,63,75,19.57,broken clouds
481,Gravdal,NO,68.1214,13.5031,44.49,93,75,10.36,drizzle rain
482,Sistranda,NO,63.7256,8.834,51.76,80,100,31.09,light rain
483,Kasongo-Lunda,CD,-6.4667,16.8167,76.21,86,59,6.46,light rain
484,Vao,NC,-22.6667,167.4833,72.75,73,5,13.35,clear sky
485,Chuzhou,CN,32.3219,118.2978,69.44,79,6,9.55,clear sky
486,Kyren,RU,51.6828,102.1408,13.53,85,26,2.46,scattered clouds
487,Axim,GH,4.8699,-2.2405,83.17,70,100,8.3,overcast clouds
488,Solginskiy,RU,61.05,41.3428,44.17,92,100,8.59,overcast clouds
489,Lorengau,PG,-2.0226,147.2712,81.72,76,100,2.59,overcast clouds
490,Bilma,NE,18.6853,12.9164,85.05,18,53,3.22,broken clouds
491,Templin,DE,53.1186,13.5022,56.82,61,100,11.3,overcast clouds
492,Coruripe,BR,-10.1256,-36.1756,82.49,71,52,8.88,broken clouds
493,Komsomolets,KZ,53.7453,62.0708,37.0,95,100,17.09,light rain
494,The Valley,AI,18.217,-63.0578,82.26,77,98,17.4,overcast clouds
495,Lata,PT,40.1629,-8.3327,71.08,48,0,11.86,clear sky
496,Independence,US,39.0911,-94.4155,28.49,71,40,20.71,scattered clouds
497,Ulaangom,MN,49.9811,92.0667,19.6,93,100,3.53,overcast clouds
498,Kalmunai,LK,7.4167,81.8167,79.77,81,83,3.69,light rain
499,Sandovo,RU,58.4602,36.4128,46.0,87,100,11.41,overcast clouds
500,Diyarb Najm,EG,30.7542,31.4393,77.94,34,0,14.76,clear sky
501,Golfito,CR,8.639,-83.166,75.09,92,96,1.25,overcast clouds
502,Mirnyy,RU,62.5353,113.9611,0.9,94,100,8.12,overcast clouds
503,Portsmouth,GB,50.799,-1.0913,61.92,86,12,7.0,few clouds
504,Riyadh,SA,24.6877,46.7219,89.74,15,100,14.23,overcast clouds
505,Mana,GF,5.6592,-53.7767,80.11,81,100,3.53,overcast clouds
506,Pine Bluff,US,34.2284,-92.0032,51.73,87,0,0.0,mist
507,Tiarei,PF,-17.5333,-149.3333,77.02,80,100,4.45,light rain
508,Avila,ES,40.5833,-5.0,52.65,61,52,9.75,broken clouds
509,Inyonga,TZ,-6.7167,32.0667,81.21,45,57,8.3,broken clouds
510,Goderich,CA,43.7501,-81.7165,55.9,76,100,6.91,overcast clouds
511,Lerwick,GB,60.1545,-1.1494,55.4,95,100,24.87,light rain
512,Saint-Francois,FR,46.4154,3.9054,60.67,81,72,7.56,broken clouds
513,Rayong,TH,12.8333,101.4333,83.08,99,100,3.53,overcast clouds
514,Laibin,CN,23.7,109.2667,76.84,61,3,5.73,clear sky
515,Losal,IN,27.4,74.9167,75.63,31,0,5.95,clear sky
516,Xiaoweizhai,CN,26.1903,107.5125,66.47,74,0,7.38,clear sky
517,Nicoya,CR,10.1483,-85.452,74.46,91,100,1.32,overcast clouds
518,Batagay,RU,67.6333,134.6333,-5.98,98,100,2.84,overcast clouds
519,Igrim,RU,63.1906,64.4162,32.4,99,100,4.72,light snow
520,Zhezkazgan,KZ,47.8043,67.7144,30.18,80,100,11.18,overcast clouds
521,Bucerias,MX,20.75,-105.3333,70.99,83,0,0.0,clear sky
522,Isla Vista,US,34.4133,-119.861,58.82,62,0,0.0,clear sky
523,Aygut,AM,40.6833,45.1729,40.96,85,100,3.56,overcast clouds
524,Huilong,CN,31.8111,121.655,67.93,93,10,10.51,clear sky
525,Santa Rosa,PH,14.3122,121.1114,84.18,87,10,8.3,clear sky
526,Sarankhola,BD,22.3082,89.7897,73.04,66,0,1.12,clear sky
527,Aguada De Pasajeros,CU,22.385,-80.8508,76.23,80,0,2.84,moderate rain
528,Maumere,ID,-8.6199,122.2111,81.59,76,100,4.85,overcast clouds
529,Serov,RU,59.6033,60.5787,35.8,99,100,5.1,overcast clouds
530,Otane,NZ,-39.8833,176.6333,59.02,99,100,5.57,light rain
531,Do Gonbadan,IR,30.3586,50.7981,75.29,41,75,9.22,broken clouds
532,Karratha,AU,-20.7377,116.8463,74.64,64,0,21.05,clear sky
533,Santa Fe,AR,-31.6333,-60.7,79.02,60,100,4.0,overcast clouds
534,Christchurch,NZ,-43.5333,172.6333,56.91,91,75,17.27,broken clouds
535,Akonolinga,CM,3.7667,12.25,80.96,64,57,1.07,light rain
536,Sitrah,BH,26.1547,50.6206,91.4,52,20,4.61,few clouds
537,Changping,CN,40.2186,116.2197,55.04,95,100,1.48,light rain
538,Salinopolis,BR,-0.6136,-47.3561,84.96,68,40,11.39,scattered clouds
539,Shar,KZ,49.5886,81.0453,25.23,90,100,4.68,overcast clouds
540,Ulaanbaatar,MN,47.9077,106.8832,6.93,85,0,6.71,clear sky
541,Houma,US,29.5958,-90.7195,55.4,98,0,0.0,clear sky
542,High Level,CA,58.5169,-117.136,5.0,95,100,5.37,overcast clouds
543,Mbandaka,CD,0.0487,18.2603,77.74,86,50,1.66,moderate rain
544,Oussouye,SN,12.485,-16.5469,89.78,30,100,5.73,overcast clouds
545,Skara,SE,58.3866,13.4384,55.74,90,100,17.0,overcast clouds
546,Kangaatsiaq,GL,68.3065,-53.4641,15.3,87,100,6.06,overcast clouds
547,Porto Novo,BJ,6.4965,2.6036,85.87,63,100,8.5,overcast clouds
548,Salalah,OM,17.0151,54.0924,86.09,62,20,5.75,few clouds
549,Marrakesh,MA,31.6315,-8.0083,77.07,33,0,3.44,clear sky
550,Faanui,PF,-16.4833,-151.75,77.04,82,61,6.31,light rain
551,Benguela,AO,-12.5763,13.4055,78.37,61,100,11.39,overcast clouds
552,Bowen,AU,-20.0167,148.2333,75.02,65,0,9.64,clear sky
553,Okmulgee,US,35.6234,-95.9605,41.11,81,100,16.11,overcast clouds
554,Kerchevskiy,RU,59.946,56.2884,36.19,99,100,5.17,overcast clouds
555,Rapid Valley,US,44.0625,-103.1463,10.53,78,0,5.75,clear sky
556,Borogontsy,RU,62.6683,131.1683,3.13,97,100,4.68,light snow
557,Sinnamary,GF,5.3833,-52.95,82.4,74,100,4.23,overcast clouds
558,Arrifes,PT,37.7667,-25.7,64.24,68,20,10.36,few clouds
559,Macamic,CA,48.7502,-78.9996,29.17,95,100,11.74,heavy snow
560,Lahat,ID,-3.8,103.5333,73.33,95,100,1.79,overcast clouds
561,Kaolinovo,BG,43.6167,27.1167,51.24,93,100,9.69,light rain
562,Kirovskiy,RU,45.0917,133.5136,41.54,85,100,8.68,overcast clouds
563,Yatou,CN,37.15,122.3833,58.91,92,8,9.19,clear sky
564,Halifax,CA,44.6453,-63.5724,55.22,88,92,4.0,overcast clouds
565,Saint-Pierre,RE,-21.3393,55.4781,75.9,81,43,5.39,scattered clouds
566,Kayerkan,RU,69.3497,87.7602,3.52,84,100,7.18,light snow
567,Jalu,LY,29.0331,21.5482,74.37,26,0,9.26,clear sky
568,Batagay-Alyta,RU,67.8006,130.4114,-15.75,91,100,2.19,overcast clouds
569,Aklavik,CA,68.2191,-135.0107,20.7,97,100,3.56,light snow
570,Menomonie,US,44.8755,-91.9193,25.57,73,37,14.2,scattered clouds
571,Antsohihy,MG,-14.8796,47.9875,89.17,48,8,14.65,clear sky
572,Portland,US,45.5234,-122.6762,44.58,81,100,10.0,overcast clouds
573,Saeby,DK,57.3319,10.5225,58.96,82,100,24.7,overcast clouds
574,Yulara,AU,-25.2406,130.9889,89.15,22,99,21.43,overcast clouds
575,Seybaplaya,MX,19.65,-90.6667,65.66,87,8,6.24,clear sky
576,Ponta Delgada,PT,37.7333,-25.6667,66.51,68,20,10.36,few clouds
577,Arawa,PG,-6.2132,155.5367,77.14,91,99,2.98,light rain
578,Taoudenni,ML,22.6783,-3.9836,88.92,9,95,8.97,overcast clouds
579,Mathathane,BW,-22.2687,28.7495,82.08,50,100,17.29,overcast clouds
580,Bandarbeyla,SO,9.4942,50.8122,81.45,64,33,16.98,scattered clouds
581,San Jeronimo,PE,-11.9472,-75.2829,53.29,66,100,1.86,overcast clouds
582,Nokia,FI,61.4667,23.5,52.02,93,75,8.05,broken clouds
583,Bafia,CM,4.75,11.2333,83.14,63,31,6.4,light rain
584,Milkovo,RU,54.7167,158.6167,19.54,85,100,4.63,overcast clouds
585,Teknaf,BD,20.8624,92.3058,75.69,69,8,7.38,clear sky
586,Parksville,CA,49.3163,-124.3195,40.64,92,100,11.5,light rain
587,San Policarpo,PH,12.1791,125.5072,81.7,83,49,5.59,scattered clouds
588,Dom Pedro,BR,-4.4833,-44.45,90.12,53,15,2.3,few clouds
589,Jumla,NP,29.2747,82.1838,40.42,81,37,3.67,scattered clouds
590,Bayir,TR,37.2687,28.2167,66.72,29,0,3.53,clear sky
591,Te Anau,NZ,-45.4167,167.7167,51.44,82,100,0.45,overcast clouds
592,Nishihara,JP,26.1842,127.7558,76.28,94,100,19.57,mist
593,Blagoveshchensk,RU,50.2667,127.5333,27.21,100,75,11.18,broken clouds
594,Moose Factory,CA,51.2585,-80.6094,32.0,64,100,13.8,overcast clouds
595,Marsabit,KE,2.3284,37.9899,70.61,64,100,16.58,light rain
596,Cuamba,MZ,-14.8031,36.5372,86.2,39,59,4.32,broken clouds
597,Balatonfenyves,HU,46.7154,17.4922,55.54,61,100,4.21,overcast clouds
598,Gonbad-E Qabus,IR,37.25,55.1672,65.35,39,1,3.11,clear sky
599,Peniche,PT,39.3558,-9.3811,67.93,71,0,11.5,clear sky
600,Timizart,DZ,36.8,4.2667,76.37,34,92,3.53,overcast clouds
601,Seymchan,RU,62.8833,152.4333,-17.52,98,100,1.32,overcast clouds
602,Komsomolskiy,UZ,40.4272,71.7189,47.12,57,94,0.0,overcast clouds
603,Pilar Do Sul,BR,-23.8131,-47.7164,77.74,45,9,4.05,clear sky
604,Rongcheng,CN,30.634,117.8517,71.65,68,6,2.98,clear sky
605,Tiznit,MA,29.5833,-9.5,79.56,16,0,5.32,clear sky
606,Guerrero Negro,MX,27.9769,-114.0611,57.13,58,32,1.97,scattered clouds
607,Fuzhou,CN,26.0614,119.3061,73.29,95,23,1.86,few clouds
608,Truckee,US,39.328,-120.1833,25.92,90,100,3.36,overcast clouds
609,Simoes,BR,-7.5989,-40.8178,89.47,36,71,8.03,broken clouds
610,Nizhniy Odes,RU,63.6445,54.856,27.64,95,100,5.97,overcast clouds
611,Ivanteyevka,RU,55.9711,37.9208,48.34,92,100,7.81,overcast clouds
612,Kodinsk,RU,58.6881,99.1844,25.11,95,97,6.13,overcast clouds
613,Bouloupari,NC,-21.8667,166.05,71.51,83,4,4.88,clear sky
614,Khirkiya,IN,22.1674,76.8605,75.94,46,5,5.12,clear sky
615,Waddan,LY,29.1614,16.139,73.63,33,0,5.28,clear sky
616,Sembakung,ID,3.8167,117.25,75.85,96,100,1.25,overcast clouds
617,Duncan,US,34.5023,-97.9578,44.49,69,100,19.57,overcast clouds
618,Asahikawa,JP,43.7678,142.3703,36.16,66,95,4.47,overcast clouds
619,Hong Gai,VN,20.956,107.0946,76.91,91,7,5.61,clear sky
620,Wanxian,CN,30.8039,108.3897,73.67,70,100,4.12,overcast clouds
621,Nacala,MZ,-14.5428,40.6728,85.32,61,40,11.5,scattered clouds
622,Beloha,MG,-25.1667,45.05,86.7,44,63,15.08,broken clouds
623,Tombouctou,ML,20.0,-3.0,91.04,7,1,9.78,clear sky
624,Turinskaya Sloboda,RU,57.6232,64.3858,32.76,99,100,9.6,snow
625,Baishishan,CN,43.5833,127.5667,47.95,96,100,5.75,overcast clouds
626,Makueni,KE,-1.8041,37.6203,73.33,63,79,9.35,light rain
627,Puri,IN,19.8,85.85,81.12,62,10,8.16,clear sky
628,Vostok,RU,46.4856,135.8833,31.33,70,100,7.18,light snow
629,Tazovskiy,RU,67.4667,78.7,-3.78,90,8,9.4,clear sky
630,Ilheus,BR,-14.7889,-39.0494,78.62,89,75,6.91,broken clouds
631,Bom Jesus,BR,-9.0744,-44.3586,89.22,45,42,4.59,scattered clouds
632,Rudbar,AF,30.15,62.6,71.98,25,26,6.42,scattered clouds
633,Naples,IT,40.8333,14.25,71.42,59,0,11.5,clear sky
634,Devrek,TR,41.2192,31.9558,59.85,50,0,6.42,clear sky
635,Soe,ID,-9.8607,124.284,69.66,93,100,2.71,overcast clouds
636,Basoko,CD,1.2391,23.616,71.69,95,100,5.17,overcast clouds
637,Bubaque,GW,11.2833,-15.8333,80.42,67,100,4.9,overcast clouds
638,Papara,BR,-3.9839,-38.7273,86.95,66,100,7.83,overcast clouds
639,Macusani,PE,-14.0833,-70.4333,43.99,53,41,2.91,scattered clouds
640,Kununurra,AU,-15.7667,128.7333,87.78,55,1,9.22,light rain
641,Jardim,BR,-21.4803,-56.1381,84.15,50,95,6.69,overcast clouds
642,Begoro,GH,6.3871,-0.3774,84.85,55,62,1.81,light rain
643,Ipameri,BR,-17.7219,-48.1597,85.95,41,100,6.29,overcast clouds
644,Davila,PH,18.4726,120.5763,80.58,84,2,8.7,clear sky
645,Segezha,RU,63.7415,34.3222,43.56,90,100,20.47,light rain
646,Bad Durkheim,DE,49.4686,8.1664,58.08,58,100,2.84,overcast clouds
647,Quatre Cocos,MU,-20.2078,57.7625,78.1,70,30,11.5,scattered clouds
648,Jalingo,NG,8.8833,11.3667,95.52,28,100,3.4,overcast clouds
649,Schoningen,DE,52.138,10.9675,58.39,46,98,6.89,overcast clouds
650,Iquique,CL,-20.2208,-70.1431,64.44,63,29,6.91,scattered clouds
651,Biak,ID,-0.9131,122.8766,79.16,81,100,0.58,overcast clouds
652,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,93.72,36,1,13.09,clear sky
653,Maraa,BR,-1.8333,-65.3667,78.19,84,100,2.55,overcast clouds
654,Whitehorse,CA,60.7161,-135.0538,20.17,93,75,3.44,broken clouds
655,Carinhanha,BR,-14.3047,-43.765,89.46,41,99,2.68,overcast clouds
656,Nalgonda,IN,17.05,79.2667,74.68,62,92,6.55,overcast clouds
657,High Rock,BS,26.6208,-78.2833,77.02,76,6,17.02,clear sky
658,Gemena,CD,3.25,19.7667,74.03,96,100,4.25,moderate rain
659,Doha,QA,25.2867,51.5333,89.49,55,20,9.22,few clouds
660,Cabedelo,BR,-6.9811,-34.8339,79.47,63,86,10.51,overcast clouds
661,Minjur,IN,13.2667,80.2667,82.42,87,100,16.98,overcast clouds
662,Yuanping,CN,38.7153,112.7575,48.18,91,100,1.01,heavy intensity rain
663,Krasnoselkup,RU,65.7,82.4667,12.34,94,100,14.27,overcast clouds
664,Formosa Do Rio Preto,BR,-11.0483,-45.1931,87.69,47,77,4.72,broken clouds
665,San Felipe,VE,10.3399,-68.7425,78.82,79,97,1.52,overcast clouds
666,Trowbridge,GB,51.3189,-2.2086,61.75,85,32,4.0,scattered clouds
667,Ambulu,ID,-8.345,113.6058,75.88,94,100,3.98,overcast clouds
668,Stabat,ID,3.761,98.4513,80.8,98,100,1.05,overcast clouds
669,Thunder Bay,CA,48.4001,-89.3168,28.38,86,100,4.61,overcast clouds
670,Puerto Ayacucho,VE,5.6639,-67.6236,80.02,78,57,0.81,broken clouds
671,Prince Rupert,CA,54.3161,-130.3201,40.69,93,100,17.27,overcast clouds
672,Bulgan,MN,48.8125,103.5347,20.1,68,1,2.37,clear sky
673,Agdas,AZ,40.65,47.4761,55.27,81,100,1.52,overcast clouds
674,Impfondo,CG,1.6381,18.0667,84.18,65,43,1.99,light rain
675,Sulangan,PH,11.1373,123.7228,83.28,77,18,9.35,few clouds
676,Huarmey,PE,-10.0681,-78.1522,64.51,84,100,5.44,overcast clouds
677,Luganville,VU,-15.5333,167.1667,79.21,86,100,5.66,overcast clouds
678,Flinders,AU,-34.5833,150.8552,65.17,83,7,5.99,clear sky
679,Imeni Poliny Osipenko,RU,52.4201,136.4853,21.54,80,100,3.4,overcast clouds
680,Cantagallo,CO,7.376,-73.9196,73.98,88,100,0.34,overcast clouds
681,Aksu,CN,41.1231,80.2644,44.22,38,52,5.68,broken clouds
682,Bull Savanna,JM,17.8868,-77.5902,76.73,83,99,6.91,overcast clouds
